homologID	entrezHuman	symbHuman	entrezMouse	symbMouse
10462	32514	60436	TGIF2	228839	Tgif2
10463	32516	60482	SLC5A7	63993	Slc5a7
10464	32517	60485	SAV1	64010	Sav1
10465	32519	64946	CENPH	26886	Cenph
10466	32520	6992	PPP1R11	76497	Ppp1r11
10467	32521	116362	RBP7	63954	Rbp7
10468	32523	8139	GAN	209239	Gan
10469	32526	63875	MRPL17	27397	Mrpl17
10470	32527	63876	PKNOX2	208076	Pknox2
10471	32531	112399	EGLN3	112407	Egln3
10472	32532	63922	CHTF18	214901	Chtf18
10473	32533	64078	SLC28A3	114304	Slc28a3
10474	32534	64131	XYLT1	233781	Xylt1
10475	32535	64135	IFIH1	71586	Ifih1
10476	32536	7458	EIF4H	22384	Eif4h
10477	32538	219699	UNC5B	107449	Unc5b
10478	32539	10861	SLC26A1	231583	Slc26a1
10479	32540	64208	POPDC3	78977	Popdc3
10480	32543	64324	NSD1	18193	Nsd1
10481	32544	64374	SIL1	81500	Sil1
10482	32545	64393	ZMAT3	22401	Zmat3
10483	32546	64410	KLHL25	207952	Klhl25
10484	32547	64421	DCLRE1C	227525	Dclre1c
10485	32548	79723	SUV39H2	64707	Suv39h2
10486	32549	64770	CCDC14	239839	Ccdc14
10487	32550	152006	RNF38	73469	Rnf38
10488	32551	64798	DEPTOR	97998	Deptor
10489	32553	64858	DCLRE1B	140917	Dclre1b
10490	32554	64963	MRPS11	67994	Mrps11
10491	32562	65993	MRPS34	79044	Mrps34
10492	32564	375748	ERCC6L2	76251	Ercc6l2
10493	32565	64965	MRPS9	69527	Mrps9
10494	32566	83444	INO80B	70020	Ino80b
10495	32567	81565	NDEL1	83431	Ndel1
10496	32570	65983	GRAMD3	107022	Gramd3
10497	32572	140461	ASB8	78541	Asb8
10498	32573	57418	WDR18	216156	Wdr18
10499	32574	128637	TBC1D20	67231	Tbc1d20
10500	32575	64771	C6orf106	224647	D17Wsu92e
10501	32576	79158	GNPTAB	432486	Gnptab
10502	32577	79159	NOL12	97961	Nol12
10503	32579	79171	RBM42	68035	Rbm42
10504	32580	79180	EFHD2	27984	Efhd2
10505	32581	79269	DCAF10	242418	Dcaf10
10506	32582	84661	DPY30	66310	Dpy30
10507	32584	80851	SH3BP5L	79566	Sh3bp5l
10508	32586	79648	MCPH1	244329	Mcph1
10509	32588	79676	OGFOD2	66627	Ogfod2
10510	32589	79707	NOL9	74035	Nol9
10511	32590	79712	GTDC1	227835	Gtdc1
10512	32592	79727	LIN28A	83557	Lin28a
10513	32594	79770	TXNDC15	69672	Txndc15
10514	32596	79777	ACBD4	67131	Acbd4
10515	32598	79786	KLHL36	234796	Klhl36
10516	32599	79794	C12orf49	76792	2410131K14Rik
10517	32601	79798	ARMC5	233912	Armc5
10518	32604	79873	NUDT18	213484	Nudt18
10519	32605	79882	ZC3H14	75553	Zc3h14
10520	32607	79886	CAAP1	67770	Caap1
10521	32608	96764	TGS1	116940	Tgs1
10522	32609	79896	THNSL1	208967	Thnsl1
10523	32610	79903	NAA60	74763	Naa60
10524	32611	79915	ATAD5	237877	Atad5
10525	32615	79947	DHDDS	67422	Dhdds
10526	32616	79977	GRHL2	252973	Grhl2
10527	32617	80004	ESRP2	77411	Esrp2
10528	32618	80014	WWC2	52357	Wwc2
10529	32622	80143	SIKE1	66641	Sike1
10530	32623	80148	PQLC1	66943	Pqlc1
10531	32625	80256	FAM214B	230088	Fam214b
10532	32627	80314	EPC1	13831	Epc1
10533	32630	400569	MED11	66172	Med11
10534	32633	136647	MPLKIP	66308	Mplkip
10535	32634	85479	DNAJC5B	66326	Dnajc5b
10536	32636	64960	MRPS15	66407	Mrps15
10537	32637	26130	GAPVD1	66691	Gapvd1
10538	32638	113802	HENMT1	66715	Henmt1
10539	32639	257236	CCDC96	66717	Ccdc96
10540	32642	220963	SLC16A9	66859	Slc16a9
10541	32644	286827	TRIM59	66949	Trim59
10542	32646	116151	FAM210B	67017	Fam210b
10543	32647	84311	MRPL45	67036	Mrpl45
10544	32648	192286	HIGD2A	67044	Higd2a
10545	32649	441478	NRARP	67122	Nrarp
10546	32650	81620	CDT1	67177	Cdt1
10547	32651	90459	ERI1	67276	Eri1
10548	32652	83892	KCTD10	330171	Kctd10
10549	32653	83786	FRMD8	67457	Frmd8
10550	32658	84272	YIPF4	67864	Yipf4
10551	32659	51673	TPPP3	67971	Tppp3
10552	32661	135154	C6orf57	68002	1110058L19Rik
10553	32665	57579	FAM135A	68187	Fam135a
10554	32666	84153	RNASEH2C	68209	Rnaseh2c
10555	32667	149699	GTSF1L	68236	Gtsf1l
10556	32668	340481	ZDHHC21	68268	Zdhhc21
10557	32669	642843	CPSF4L	52670	Cpsf4l
10558	32671	130617	ZFAND2B	68818	Zfand2b
10559	32672	65018	PINK1	68943	Pink1
10560	32675	51263	MRPL30	107734	Mrpl30
10561	32677	122769	LRR1	69706	Lrr1
10562	32678	150465	TTL	69737	Ttl
10563	32679	23613	ZMYND8	228880	Zmynd8
10564	32680	92342	METTL18	69962	Mettl18
10565	32684	91833	WDR20	69641	Wdr20
10566	32688	202051	SPATA24	71242	Spata24
10567	32689	151112	ZSWIM2	71861	Zswim2
10568	32691	115557	ARHGEF25	52666	Arhgef25
10569	32693	134353	LSM11	72290	Lsm11
10570	32695	10128	LRPPRC	72416	Lrpprc
10571	32697	27031	NPHP3	74025	Nphp3
10572	32699	57488	ESYT2	52635	Esyt2
10573	32700	84447	SYVN1	74126	Syvn1
10574	32701	90324	CCDC97	52132	Ccdc97
10575	32702	85315	PAQR8	74229	Paqr8
10576	32705	166929	SGMS2	74442	Sgms2
10577	32706	92017	SNX29	74478	Snx29
10578	32709	220047	CCDC83	75338	Ccdc83
10579	32711	64983	MRPL32	75398	Mrpl32
10580	32718	167691	LCA5	75782	Lca5
10581	32720	55830	GLT8D1	76485	Glt8d1
10582	32722	140809	SRXN1	76650	Srxn1
10583	32726	64969	MRPS5	77721	Mrps5
10584	32727	10721	POLQ	77782	Polq
10585	32729	124044	SPATA2L	78779	Spata2l
10586	32731	80325	ABTB1	80283	Abtb1
10587	32740	81033	KCNH6	192775	Kcnh6
10588	32741	81544	GDPD5	233552	Gdpd5
10589	32743	81566	CSRNP2	207785	Csrnp2
10590	32744	81607	PVRL4	71740	Pvrl4
10591	32746	81887	LAS1L	76130	Las1l
10592	32752	727800	RNF208	68846	Rnf208
10593	32754	83478	ARHGAP24	231532	Arhgap24
10594	32756	10645	CAMKK2	207565	Camkk2
10595	32757	10517	FBXW10	213980	Fbxw10
10596	32760	84514	GHDC	80860	Ghdc
10597	32762	83874	TBC1D10A	103724	Tbc1d10a
10598	32764	83932	SPRTN	244666	Sprtn
10599	32766	83990	BRIP1	237911	Brip1
10600	32770	84083	ZRANB3	226409	Zranb3
10601	32771	84128	WDR75	73674	Wdr75
10602	32772	84181	CHD6	71389	Chd6
10603	32774	84190	METTL25	216292	Mettl25
10604	32776	84223	IQCG	69707	Iqcg
10605	32778	84451	KIAA1804	234878	BC021891
10606	32779	84444	DOT1L	208266	Dot1l
10607	32780	84529	C15orf41	399568	BC052040
10608	32781	84553	FAXC	76132	Faxc
10609	32785	84679	SLC9A7	236727	Slc9a7
10610	32787	84687	PPP1R9B	217124	Ppp1r9b
10611	32789	84749	USP30	100756	Usp30
10612	32790	84750	FUT10	171167	Fut10
10613	32791	50626	CYHR1	54151	Cyhr1
10614	32792	84787	SUV420H2	232811	Suv420h2
10615	32794	84881	RPUSD4	71989	Rpusd4
10616	32795	84892	POMGNT2	215494	Pomgnt2
10617	32796	84899	TMTC4	70551	Tmtc4
10618	32798	84911	ZNF382	233060	Zfp382
10619	32799	80228	ORAI2	269717	Orai2
10620	32802	25957	PNISR	66625	Sfrs18
10621	32816	27440	CECR5	214932	Cecr5
10622	32819	91653	BOC	117606	Boc
10623	32904	79830	ZMYM1	68310	Zmym1
10624	32919	23200	ATP11B	76295	Atp11b
10625	32936	219927	MRPL21	353242	Mrpl21
10626	32963	340543	TCEAL5	331532	Tceal5
10627	33129	57156	TMEM63C	217733	Tmem63c
10628	33158	151742	PPM1L	242083	Ppm1l
10629	33161	100526740	ATP5J2-PTCD1	71799	Ptcd1
10630	33167	253558	LCLAT1	225010	Lclat1
10631	33184	339291	LRRC30	240131	Lrrc30
10632	33228	55072	RNF31	268749	Rnf31
10633	33303	1196	CLK2	12748	Clk2
10634	33332	10350	ABCA9	217262	Abca9
10635	33431	91949	COG7	233824	Cog7
10636	33436	390637	GDPGP1	269952	Gdpgp1
10637	33447	402055	SRRD	70118	Srrd
10638	33470	89876	MAATS1	320214	Maats1
10639	33472	117154	DACH2	93837	Dach2
10640	33473	116843	SLC18B1	76306	Slc18b1
10641	33474	90480	GADD45GIP1	102060	Gadd45gip1
10642	33475	92241	RCSD1	226594	Rcsd1
10643	33483	22917	ZP1	22786	Zp1
10644	33552	222553	SLC35F1	215085	Slc35f1
10645	33586	128853	DUSP15	252864	Dusp15
10646	33597	221692	PHACTR1	218194	Phactr1
10647	33615	387521	TMEM189	407243	Tmem189
10648	33641	146434	ZNF597	71063	Zfp597
10649	33650	66037	BOLL	75388	Boll
10650	33783	57484	RNF150	330812	Rnf150
10651	33799	90199	WFDC8	277343	Wfdc8
10652	33836	9695	EDEM1	192193	Edem1
10653	33850	144453	BEST3	382427	Best3
10654	33907	7837	PXDN	69675	Pxdn
10655	34027	11063	SOX30	214105	Sox30
10656	34076	57181	SLC39A10	227059	Slc39a10
10657	34130	140460	ASB7	117589	Asb7
10658	34134	55589	BMP2K	140780	Bmp2k
10659	34137	136853	SRCRB4D	109267	Srcrb4d
10660	34139	11083	DIDO1	23856	Dido1
10661	34248	81035	COLEC12	140792	Colec12
10662	34254	375743	PTAR1	72351	Ptar1
10663	34290	359948	IRF2BP2	270110	Irf2bp2
10664	34298	91445	RNF185	193670	Rnf185
10665	34300	55727	BTBD7	238386	Btbd7
10666	34313	23053	ZSWIM8	268721	Zswim8
10667	34317	253260	RICTOR	78757	Rictor
10668	34318	151473	SLC16A14	71781	Slc16a14
10669	34364	55244	SLC47A1	67473	Slc47a1
10670	34378	203054	ADCK5	268822	Adck5
10671	34495	79065	ATG9A	245860	Atg9a
10672	34521	54532	USP53	99526	Usp53
10673	34523	7586	ZKSCAN1	74570	Zkscan1
10674	34525	113402	SFT2D1	106489	Sft2d1
10675	34534	23639	LRRC6	54562	Lrrc6
10676	34562	55127	HEATR1	217995	Heatr1
10677	34582	55814	BDP1	544971	Bdp1
10678	34602	91647	ATPAF2	246782	Atpaf2
10679	34616	283383	GPR133	243277	Gpr133
10680	34623	83544	DNAL1	105000	Dnal1
10681	34653	79066	METTL16	67493	Mettl16
10682	34661	25998	IBTK	108837	Ibtk
10683	34675	738	VPS51	68505	Vps51
10684	34695	154743	C7orf60	101148	B630005N14Rik
10685	34700	162494	RHBDL3	246104	Rhbdl3
10686	34701	90050	FAM181A	100504156	Fam181a
10687	34702	90580	C19orf52	69773	1810026J23Rik
10688	34705	92979	MARCH9	216438	March9
10689	34706	113174	SAAL1	78935	Saal1
10690	34707	113730	KLHDC7B	546648	Klhdc7b
10691	34708	55345	ZGRF1	71643	4930422G04Rik
10692	34709	135644	TRIM40	195359	Trim40
10693	34710	23026	MYO16	244281	Myo16
10694	34713	137735	ABRA	223513	Abra
10695	34714	142940	TRUB1	72133	Trub1
10696	34715	221955	DAGLB	231871	Daglb
10697	34718	9681	DEPDC5	277854	Depdc5
10698	34730	9703	KIAA0100	72503	2610507B11Rik
10699	34786	8030	CCDC6	76551	Ccdc6
10700	34797	90673	PPP1R3E	105651	Ppp1r3e
10701	34805	51112	TRAPPC12	217449	Trappc12
10702	34825	166793	ZBTB49	75079	Zbtb49
10703	34835	92714	ARRDC1	215705	Arrdc1
10704	34917	440435	GPR179	217143	Gpr179
10705	34920	118932	ANKRD22	52024	Ankrd22
10706	34921	126626	GABPB2	213054	Gabpb2
10707	34922	131540	ZDHHC19	245308	Zdhhc19
10708	34923	136332	LRGUK	74354	Lrguk
10709	34926	55177	RMDN3	67809	Rmdn3
10710	34935	84437	MSANTD4	78100	Msantd4
10711	34938	126133	ALDH16A1	69748	Aldh16a1
10712	34940	10865	ARID5A	214855	Arid5a
10713	34954	390151	OR8H2	258587	Olfr1100
10714	34980	91694	LONRF1	244421	Lonrf1
10715	34981	125228	FAM210A	108654	Fam210a
10716	34983	148398	SAMD11	231004	Samd11
10717	34984	150290	DUSP18	75219	Dusp18
10718	34988	162333	MARCH10	632687	March10
10719	34989	169792	GLIS3	226075	Glis3
10720	34991	253943	YTHDF3	229096	Ythdf3
10721	34992	339230	CCDC137	67291	Ccdc137
10722	34993	10137	RBM12	75710	Rbm12
10723	34996	162282	ANKFN1	382543	Ankfn1
10724	34999	127544	RNF19B	75234	Rnf19b
10725	35002	93082	NEURL3	214854	Neurl3
10726	35064	85369	STRIP1	229707	Strip1
10727	35065	56204	FAM214A	235493	Fam214a
10728	35066	245806	VGLL2	215031	Vgll2
10729	35098	114826	SMYD4	319822	Smyd4
10730	35106	91574	C12orf65	72650	2810006K23Rik
10731	35136	2909	ARHGAP35	232906	Grlf1
10732	35210	9667	SAFB2	224902	Safb2
10733	35217	9462	RASAL2	226525	Rasal2
10734	35221	80821	DDHD1	114874	Ddhd1
10735	35234	347862	PDDC1	213350	Pddc1
10736	35238	27147	DENND2A	209773	Dennd2a
10737	35239	387921	NHLRC3	212114	Nhlrc3
10738	35243	22887	FOXJ3	230700	Foxj3
10739	35244	133060	OTOP1	21906	Otop1
10740	35248	169611	OLFML2A	241327	Olfml2a
10741	35249	84063	KIRREL2	243911	Kirrel2
10742	35252	286826	LIN9	72568	Lin9
10743	35254	128486	FITM2	228859	Fitm2
10744	35257	79642	ARSJ	271970	Arsj
10745	35258	128553	TSHZ2	228911	Tshz2
10746	35259	283518	KCNRG	328424	Kcnrg
10747	35262	285315	C3orf33	329659	E130311K13Rik
10748	35268	55095	SAMD4B	233033	Samd4b
10749	35272	126526	C19orf47	66367	2310022A10Rik
10750	35276	57493	HEG1	77446	Heg1
10751	35278	91807	MYLK3	213435	Mylk3
10752	35279	23318	ZCCHC11	230594	Zcchc11
10753	35284	124857	WFIKKN2	278507	Wfikkn2
10754	35303	80789	INTS5	109077	Ints5
10755	35305	64863	METTL4	76781	Mettl4
10756	35306	57604	KIAA1456	319582	6430573F11Rik
10757	35308	221458	KIF6	319991	Kif6
10758	35309	285331	CCDC66	320234	Ccdc66
10759	35310	115123	MARCH3	320253	March3
10760	35313	348654	GEN1	209334	Gen1
10761	35315	145508	CEP128	75216	Cep128
10762	35317	130271	PLEKHH2	213556	Plekhh2
10763	35319	199953	TMEM201	230917	Tmem201
10764	35321	23300	ATMIN	234776	Atmin
10765	35328	376940	ZC3H6	78751	Zc3h6
10766	35330	340351	AGBL3	76223	Agbl3
10767	35333	11234	HPS5	246694	Hps5
10768	35335	115992	RNF166	68718	Rnf166
10769	35347	353322	ANKRD37	654824	Ankrd37
10770	35357	348303	SELV	280621	BC089491
10771	35359	146705	ENTHD2	78777	Enthd2
10772	35360	200424	TET3	194388	Tet3
10773	35364	339345	NANOS2	378430	Nanos2
10774	35367	1368	CPM	70574	Cpm
10775	35370	54726	OTUD4	73945	Otud4
10776	35372	9671	WSCD2	320916	Wscd2
10777	35373	57585	CRAMP1L	57354	Cramp1l
10778	35374	23243	ANKRD28	105522	Ankrd28
10779	35378	57697	FANCM	104806	Fancm
10780	35386	147645	VSIG10L	75690	Vsig10l
10781	35388	166752	FREM3	333315	Frem3
10782	35389	117583	PARD3B	72823	Pard3b
10783	35390	30850	CDR2L	237988	Cdr2l
10784	35399	284106	CISD3	217149	Cisd3
10785	35401	56970	ATXN7L3	217218	Atxn7l3
10786	35405	730249	IRG1	16365	Irg1
10787	35407	202151	RANBP3L	223332	Ranbp3l
10788	35410	54439	RBM27	225432	Rbm27
10789	35412	401207	C5orf63	77422	C330018D20Rik
10790	35415	83860	TAF3	209361	Taf3
10791	35416	138162	C9orf116	69327	1700007K13Rik
10792	35420	23358	USP24	329908	Usp24
10793	35424	23141	ANKLE2	71782	Ankle2
10794	35425	84132	USP42	76800	Usp42
10795	35430	440699	LRRC52	240899	Lrrc52
10796	35443	54492	NEURL1B	240055	Neurl1b
10797	35455	343099	CCDC18	73254	Ccdc18
10798	35456	221806	VWDE	232585	Vwde
10799	35459	57558	USP35	244144	Usp35
10800	35462	85463	ZC3H12C	244871	Zc3h12c
10801	35470	9202	ZMYM4	67785	Zmym4
10802	35472	4928	NUP98	269966	Nup98
10803	35474	390212	GPR152	269053	Gpr152
10804	35476	283989	TSEN54	76265	Tsen54
10805	35477	9693	RAPGEF2	76089	Rapgef2
10806	35479	729201	SPACA5B	278203	Spaca5
10807	35491	57469	PNMAL2	434128	Pnmal2
10808	35506	56311	ANKRD7	75196	Ankrd7
10809	35507	56907	SPIRE1	68166	Spire1
10810	35527	154790	CLEC2L	665180	Clec2l
10811	35542	344148	NCKAP5	210356	Nckap5
10812	35553	728361	OVOL3	381867	Ovol3
10813	35606	1066	CES1	104158	Ces1d
10814	35977	92749	DRC1	381738	Drc1
10815	35979	401474	SAMD12	320679	Samd12
10816	36008	375057	C1orf95	381310	6330403A02Rik
10817	36018	3053	SERPIND1	15160	Serpind1
10818	36024	3375	IAPP	15874	Iapp
10819	36025	7068	THRB	21834	Thrb
10820	36030	721	C4B	625018	C4a
10821	36035	1142	CHRNB3	108043	Chrnb3
10822	36040	1593	CYP27A1	104086	Cyp27a1
10823	36058	291	SLC25A4	11739	Slc25a4
10824	36061	770	CA11	12348	Car11
10825	36063	1101	CHAD	12643	Chad
10826	36067	2167	FABP4	11770	Fabp4
10827	36075	482	ATP1B2	11932	Atp1b2
10828	36081	1032	CDKN2D	12581	Cdkn2d
10829	36082	1347	COX7A2	12866	Cox7a2
10830	36085	2288	FKBP4	14228	Fkbp4
10831	36099	4974	OMG	18377	Omg
10832	36101	5099	PCDH7	54216	Pcdh7
10833	36108	6693	SPN	20737	Spn
10834	36115	7419	VDAC3	22335	Vdac3
10835	36142	8715	NOL4	319211	Nol4
10836	36143	8723	SNX4	69150	Snx4
10837	36144	8724	SNX3	54198	Snx3
10838	36148	9002	F2RL3	14065	F2rl3
10839	36149	310	ANXA7	11750	Anxa7
10840	36150	795	S100G	12309	S100g
10841	36151	2151	F2RL2	14064	F2rl2
10842	36154	5861	RAB1A	19324	Rab1
10843	36159	1512	CTSH	13036	Ctsh
10844	36160	4794	NFKBIE	18037	Nfkbie
10845	36163	9217	VAPB	56491	Vapb
10846	36164	9295	SRSF11	69207	Srsf11
10847	36169	9507	ADAMTS4	240913	Adamts4
10848	36170	9093	DNAJA3	83945	Dnaja3
10849	36174	2857	GPR34	23890	Gpr34
10850	36176	4826	NNAT	18111	Nnat
10851	36178	7517	XRCC3	74335	Xrcc3
10852	36179	10019	SH2B3	16923	Sh2b3
10853	36183	4081	MAB21L1	17116	Mab21l1
10854	36184	9290	GPR55	227326	Gpr55
10855	36189	10261	IGSF6	80719	Igsf6
10856	36193	3550	IK	24010	Ik
10857	36195	4975	OMP	18378	Omp
10858	36199	9520	NPEPPS	19155	Npepps
10859	36200	10493	VAT1	26949	Vat1
10860	36201	10512	SEMA3C	20348	Sema3c
10861	36205	987	LRBA	80877	Lrba
10862	36206	6503	SLA	20491	Sla
10863	36212	4540	ND5	17721	ND5
10864	36213	1421	CRYGD	12967	Crygd
10865	36215	11213	IRAK3	73914	Irak3
10866	36231	9524	TECR	106529	Tecr
10867	36269	79087	ALG12	223774	Alg12
10868	36278	174	AFP	11576	Afp
10869	36281	1420	CRYGC	12966	Crygc
10870	36296	85477	SCIN	20259	Scin
10871	36302	51378	ANGPT4	11602	Angpt4
10872	36304	23581	CASP14	12365	Casp14
10873	36308	2649	NR6A1	14536	Nr6a1
10874	36314	85474	LBX2	16815	Lbx2
10875	36315	54674	LRRN3	16981	Lrrn3
10876	36321	7076	TIMP1	21857	Timp1
10877	36322	7078	TIMP3	21859	Timp3
10878	36323	11132	CAPN10	23830	Capn10
10879	36325	24142	NAT6	56441	Nat6
10880	36327	22954	TRIM32	69807	Trim32
10881	36328	4651	MYO10	17909	Myo10
10882	36330	29909	GPR171	229323	Gpr171
10883	36341	28978	TMEM14A	75712	Tmem14a
10884	36344	51493	RTCB	28088	Rtcb
10885	36349	23092	ARHGAP26	71302	Arhgap26
10886	36361	56925	LXN	17035	Lxn
10887	36363	54733	SLC35F2	72022	Slc35f2
10888	36367	57140	RNPEPL1	108657	Rnpepl1
10889	36371	55917	CTTNBP2NL	80281	Cttnbp2nl
10890	36377	56108	PCDHGA7	93715	Pcdhga7
10891	36381	58510	PRODH2	56189	Prodh2
10892	36383	57758	SCUBE2	56788	Scube2
10893	36384	56832	IFNK	387510	Ifnk
10894	36386	5522	PPP2R2C	269643	Ppp2r2c
10895	36388	57546	PDP2	382051	Pdp2
10896	36389	57693	ZNF317	244713	Zfp317
10897	36392	4828	NMB	68039	Nmb
10898	36393	7504	XK	22439	Xk
10899	36397	266812	NAP1L5	58243	Nap1l5
10900	36398	94032	CAMK2N2	73047	Camk2n2
10901	36399	59307	SIGIRR	24058	Sigirr
10902	36400	60493	FASTKD5	380601	Fastkd5
10903	36403	64101	LRRC4	192198	Lrrc4
10904	36404	64114	TMBIM1	69660	Tmbim1
10905	36409	64901	RANBP17	66011	Ranbp17
10906	36410	64922	LRRC19	100061	Lrrc19
10907	36411	84888	SPPL2A	66552	Sppl2a
10908	36415	78999	LRFN4	225875	Lrfn4
10909	36419	79652	TMEM204	407831	Tmem204
10910	36420	79675	FASTKD1	320720	Fastkd1
10911	36422	79689	STEAP4	117167	Steap4
10912	36423	79755	ZNF750	319530	Zfp750
10913	36424	79905	TMC7	209760	Tmc7
10914	36425	80217	WDR96	100048534	Wdr96
10915	36427	80305	TRABD	67976	Trabd
10916	36428	84277	DNAJC30	66114	Dnajc30
10917	36436	493856	CISD2	67006	Cisd2
10918	36441	386618	KCTD4	67516	Kctd4
10919	36455	9701	PPP6R2	71474	Ppp6r2
10920	36463	81873	ARPC5L	74192	Arpc5l
10921	36468	116844	LRG1	76905	Lrg1
10922	36472	115330	GPR146	80290	Gpr146
10923	36473	80864	EGFL8	81701	Egfl8
10924	36476	81492	RSPH6A	83434	Rsph6a
10925	36477	81554	WBSCR16	94254	Wbscr16
10926	36483	84034	EMILIN2	246707	Emilin2
10927	36487	84552	PARD6G	93737	Pard6g
10928	36493	8926	SNURF	84704	Snurf
10929	36501	8904	CPNE1	266692	Cpne1
10930	36635	23002	DAAM1	208846	Daam1
10931	36819	152926	PPM1K	243382	Ppm1k
10932	36822	140700	SAMD10	229011	Samd10
10933	36824	27197	GPR82	319200	Gpr82
10934	36864	728489	DNLZ	52838	Dnlz
10935	36871	374355	CCDC172	75645	Ccdc172
10936	36891	29800	ZDHHC1	70796	Zdhhc1
10937	36929	114990	VASN	246154	Vasn
10938	36931	126393	HSPB6	243912	Hspb6
10939	36932	54502	RBM47	245945	Rbm47
10940	36972	54084	TSPEAR	252974	Tspear
10941	36977	149420	PDIK1L	230809	Pdik1l
10942	36999	390148	OR5W2	258631	Olfr1151
10943	37000	403284	OR6C68	258929	Olfr799
10944	37077	23371	TENC1	209039	Tenc1
10945	37089	285971	ZNF775	243372	Zfp775
10946	37096	283870	BRICD5	319259	Bricd5
10947	37106	389432	SAMD5	320825	Samd5
10948	37110	347731	LRRTM3	216028	Lrrtm3
10949	37118	353288	KRT26	320864	Krt26
10950	37121	11259	FILIP1L	78749	Filip1l
10951	37122	9658	ZNF516	329003	Zfp516
10952	37125	166824	RASSF6	73246	Rassf6
10953	37139	1594	CYP27B1	13115	Cyp27b1
10954	37159	22995	CEP152	99100	Cep152
10955	37198	201725	C4orf46	75939	4930579G24Rik
10956	37248	2	A2M	232345	A2m
10957	37249	100	ADA	11486	Ada
10958	37250	155	ADRB3	11556	Adrb3
10959	37251	189	AGXT	11611	Agxt
10960	37255	686	BTD	26363	Btd
10961	37256	760	CA2	12349	Car2
10962	37257	779	CACNA1S	12292	Cacna1s
10963	37258	875	CBS	12411	Cbs
10964	37259	1201	CLN3	12752	Cln3
10965	37263	1861	TOR1A	30931	Tor1a
10966	37264	6901	TAZ	66826	Taz
10967	37268	2548	GAA	14387	Gaa
10968	37271	2990	GUSB	110006	Gusb
10969	37273	3099	HK2	15277	Hk2
10970	37276	3973	LHCGR	16867	Lhcgr
10971	37277	3988	LIPA	16889	Lipa
10972	37279	4534	MTM1	17772	Mtm1
10973	37280	4548	MTR	238505	Mtr
10974	37281	4948	OCA2	18431	Oca2
10975	37286	5313	PKLR	18770	Pklr
10976	37288	5624	PROC	19123	Proc
10977	37289	6519	SLC3A1	20532	Slc3a1
10978	37292	6716	SRD5A2	94224	Srd5a2
10979	37293	6898	TAT	234724	Tat
10980	37294	7045	TGFBI	21810	Tgfbi
10981	37295	7274	TTPA	50500	Ttpa
10982	37296	7390	UROS	22276	Uros
10983	37297	7421	VDR	22337	Vdr
10984	37298	7507	XPA	22590	Xpa
10985	37302	3141	HLCS	110948	Hlcs
10986	37303	3292	HSD17B1	15485	Hsd17b1
10987	37304	3674	ITGA2B	16399	Itga2b
10988	37306	3908	LAMA2	16773	Lama2
10989	37309	5051	PAFAH2	100163	Pafah2
10990	37310	5251	PHEX	18675	Phex
10991	37311	6528	SLC5A5	114479	Slc5a5
10992	37314	249	ALPL	11647	Alpl
10993	37322	4125	MAN2B1	17159	Man2b1
10994	37323	6891	TAP2	21355	Tap2
10995	37325	1234	CCR5	12774	Ccr5
10996	37327	4842	NOS1	18125	Nos1
10997	37329	9	NAT1	17961	Nat2
10998	37333	131	ADH7	11529	Adh7
10999	37337	886	CCKAR	12425	Cckar
11000	37340	1144	CHRND	11447	Chrnd
11001	37347	1583	CYP11A1	13070	Cyp11a1
11002	37349	1592	CYP26A1	13082	Cyp26a1
11003	37351	1636	ACE	11421	Ace
11004	37353	2892	GRIA3	53623	Gria3
11005	37354	2915	GRM5	108071	Grm5
11006	37355	2940	GSTA3	14859	Gsta3
11007	37357	2948	GSTM4	14865	Gstm4
11008	37358	2953	GSTT2	14872	Gstt2
11009	37360	2982	GUCY1A3	60596	Gucy1a3
11010	37361	3355	HTR1F	15557	Htr1f
11011	37364	3676	ITGA4	16401	Itga4
11012	37367	4881	NPR1	18160	Npr1
11013	37368	4988	OPRM1	18390	Oprm1
11014	37369	5066	PAM	18484	Pam
11015	37370	5153	PDE1B	18574	Pde1b
11016	37371	5446	PON3	269823	Pon3
11017	37374	5740	PTGIS	19223	Ptgis
11018	37376	6135	RPL11	67025	Rpl11
11019	37378	6146	RPL22	19934	Rpl22
11020	37396	8516	ITGA8	241226	Itga8
11021	37399	347853	TBX10	109575	Tbx10
11022	37400	408187	SPINK14	433178	Spink14
11023	37401	221035	REEP3	28193	Reep3
11024	37404	408263	FNDC9	320116	Fndc9
11025	37408	4047	LSS	16987	Lss
11026	37409	339665	SLC35E4	103710	Slc35e4
11027	37416	6223	RPS19	20085	Rps19
11028	37417	6224	RPS20	67427	Rps20
11029	37420	6231	RPS26	27370	Rps26
11030	37423	6262	RYR2	20191	Ryr2
11031	37424	6476	SI	69983	Sis
11032	37426	6715	SRD5A1	78925	Srd5a1
11033	37427	6752	SSTR2	20606	Sstr2
11034	37434	8029	CUBN	65969	Cubn
11035	37436	13	AADAC	67758	Aadac
11036	37437	21	ABCA3	27410	Abca3
11037	37443	114	ADCY8	11514	Adcy8
11038	37447	284	ANGPT1	11600	Angpt1
11039	37450	332	BIRC5	11799	Birc5
11040	37453	689	BTF3	218490	Btf3
11041	37455	839	CASP6	12368	Casp6
11042	37457	957	ENTPD5	12499	Entpd5
11043	37459	991	CDC20	107995	Cdc20
11044	37462	1106	CHD2	244059	Chd2
